customer_id,first_name,last_name,gender,date_of_birth,email,phone,pan_number,aadhaar_number,occupation,annual_income,marital_status,customer_since,kyc_status,risk_category,branch_id,city,state,country,customer_status
CUST000029,Oni,Chowdhury,F,1978-02-04,oni.chowdhury29@mail.com,9991191485,RHQAZ7580N,286220418802,Analyst,3049596.89,Married,2020-09-15,REJECTED,LOW,BR0485,Agra,Goa,India,ACTIVE
CUST000030,Anya,Rau,M,1964-01-10,anya.rau30@mail.com,0653074505,HNLUC4522N,276890328267,Doctor,3119827.63,Single,2023-05-05,VERIFIED,MEDIUM,BR0320,Ambattur,Chhattisgarh,India,INACTIVE
CUST000031,Charita,Savant,F,1996-10-16,charita.savant31@mail.com,4691373678,XBVCC7105Z,839847437779,Business,2196750.32,Single,2022-08-15,PENDING,MEDIUM,BR0161,Bijapur,Tamil Nadu,India,INACTIVE
CUST000032,Yashawini,Raval,F,1963-08-07,yashawini.raval32@mail.com,2330307053,PFRFC7022D,313119826400,Doctor,4393315.39,Married,2018-08-12,REJECTED,LOW,BR0496,Ludhiana,Haryana,India,INACTIVE
CUST000033,Kashish,Suresh,M,1987-06-08,kashish.suresh33@mail.com,7985524140,EDRBT1502C,556447058030,Analyst,4659604.6,Married,2023-06-30,VERIFIED,LOW,BR0140,Korba,Rajasthan,India,INACTIVE
CUST000034,Umang,Jhaveri,F,1970-07-15,umang.jhaveri34@mail.com,8007229034,BCLLP7785I,969145247163,Teacher,1976254.84,Married,2017-06-22,REJECTED,HIGH,BR0044,Karnal,Manipur,India,ACTIVE
CUST000035,Zayyan,Kamdar,M,1980-10-23,zayyan.kamdar35@mail.com,9108589944,BFYTT5742K,453193942864,Doctor,3455445.89,Married,2016-04-01,REJECTED,HIGH,BR0158,Anantapur,West Bengal,India,ACTIVE
CUST000036,Aradhana,Lal,M,1990-08-30,aradhana.lal36@mail.com,3283096520,BAXWO7626W,296511269149,Teacher,2024995.74,Single,2024-03-28,REJECTED,HIGH,BR0427,Munger,Telangana,India,INACTIVE
CUST000037,Balendra,Gupta,F,1974-05-22,balendra.gupta37@mail.com,8758428241,PNKII6456Y,784357432887,Teacher,4046346.34,Married,2021-09-10,REJECTED,MEDIUM,BR0046,Thanjavur,Rajasthan,India,INACTIVE
CUST000038,Gaurav,Kapadia,M,1975-01-07,gaurav.kapadia38@mail.com,6554947170,TREUM8354V,375422519363,Doctor,1885278.73,Single,2012-07-16,VERIFIED,LOW,BR0075,Orai,Bihar,India,INACTIVE
CUST000039,Lakshmi,Wagle,F,1972-01-22,lakshmi.wagle39@mail.com,2235697252,BVBWW9307M,629561793473,Business,3230648.58,Married,2020-05-17,REJECTED,LOW,BR0181,Satara,Rajasthan,India,ACTIVE
CUST000040,Dalbir,Agrawal,M,1980-01-19,dalbir.agrawal40@mail.com,2927129666,QBSZN3600L,858116728368,Doctor,3104028.0,Single,2011-08-10,VERIFIED,MEDIUM,BR0053,Dindigul,Andhra Pradesh,India,INACTIVE
CUST000041,Ekanta,Wali,F,1966-06-15,ekanta.wali41@mail.com,3354216894,RXWIP3317L,710856347347,Manager,3069852.14,Married,2015-09-19,VERIFIED,MEDIUM,BR0049,Sirsa,Telangana,India,INACTIVE
CUST000042,Zinal,Viswanathan,M,1974-02-10,zinal.viswanathan42@mail.com,5753260332,JJEFY8967G,608274213112,Doctor,2882825.94,Married,2018-08-10,VERIFIED,HIGH,BR0360,Ambarnath,Tamil Nadu,India,ACTIVE
CUST000043,Baljiwan,Prashad,M,2002-02-14,baljiwan.prashad43@mail.com,8909010016,ESQXS1715N,471132533538,Analyst,3900198.66,Single,2019-03-16,REJECTED,MEDIUM,BR0449,Jamnagar,Gujarat,India,ACTIVE
CUST000044,Aditya,Mitra,F,1978-06-06,aditya.mitra44@mail.com,8499261891,JNZVU3267I,696848918277,Teacher,2763253.52,Married,2018-07-05,PENDING,LOW,BR0189,Firozabad,Uttarakhand,India,INACTIVE
CUST000045,Saksham,Parmar,M,1993-02-13,saksham.parmar45@mail.com,2087375300,DLYFL6727A,185488737081,Manager,4260282.93,Single,2020-11-27,PENDING,LOW,BR0391,Mysore,Tripura,India,ACTIVE
CUST000046,Yasti,Borde,M,1994-03-02,yasti.borde46@mail.com,4374470120,UDHVS3273Y,779718727495,Business,4973721.69,Married,2017-07-04,VERIFIED,LOW,BR0164,Bareilly,West Bengal,India,ACTIVE
CUST000047,Chakradev,Andra,M,2000-11-05,chakradev.andra47@mail.com,5579415521,HBKUL2816P,868583491086,Doctor,1235142.77,Single,2015-05-07,REJECTED,HIGH,BR0312,Morena,Uttar Pradesh,India,INACTIVE
CUST000048,Oviya,Ganesan,M,1962-06-04,oviya.ganesan48@mail.com,2169797296,ZBNNZ1333M,978212699443,Doctor,2260346.69,Married,2023-08-14,VERIFIED,HIGH,BR0214,Karawal Nagar,Meghalaya,India,ACTIVE
CUST000049,Isaiah,Sabharwal,F,1979-06-17,isaiah.sabharwal49@mail.com,4508993588,IBOVE8612W,870217137338,Manager,277962.71,Single,2020-10-21,PENDING,LOW,BR0376,Ongole,Kerala,India,ACTIVE
CUST000050,Lekha,Dixit,F,2000-03-03,lekha.dixit50@mail.com,0287721753,OGTEJ1783U,884039863209,Engineer,1608524.34,Single,2018-08-21,VERIFIED,LOW,BR0162,Sambhal,Uttarakhand,India,INACTIVE
CUST000051,Wahab,Brar,F,1980-06-01,wahab.brar51@mail.com,1775170166,GCLLZ3956R,643854763039,Business,3767876.99,Married,2011-07-18,PENDING,LOW,BR0255,Mahbubnagar,Punjab,India,INACTIVE
CUST000052,Daksha,Trivedi,F,1985-10-13,daksha.trivedi52@mail.com,5503758997,XPLQU1939C,581362622680,Doctor,2340395.66,Married,2012-11-27,VERIFIED,HIGH,BR0228,Delhi,Karnataka,India,INACTIVE
CUST000053,Isha,Manne,M,1985-01-08,isha.manne53@mail.com,1027261493,JOPRY7095O,765569529406,Engineer,885341.45,Married,2014-07-24,VERIFIED,LOW,BR0035,Sonipat,Bihar,India,ACTIVE
CUST000054,Oeshi,Batra,F,2004-09-22,oeshi.batra54@mail.com,7798270808,DUSFP9047G,225932559674,Manager,1537710.88,Single,2024-06-25,VERIFIED,HIGH,BR0096,Adoni,Goa,India,INACTIVE
CUST000055,Kabir,Chawla,F,1976-09-08,kabir.chawla55@mail.com,8669346547,HESSE6922Q,300932232213,Engineer,4090463.45,Married,2019-12-23,REJECTED,MEDIUM,BR0364,Motihari,West Bengal,India,ACTIVE
CUST000056,Dipta,Kalla,M,1966-12-28,dipta.kalla56@mail.com,5228851587,SMKKO3053K,467329884292,Business,326163.33,Married,2020-12-24,PENDING,HIGH,BR0067,Bhusawal,Uttar Pradesh,India,ACTIVE
CUST000057,Agastya,Virk,F,1962-01-30,agastya.virk57@mail.com,2003424420,HEYFY9501J,221583728632,Teacher,4414208.73,Single,2011-12-30,VERIFIED,MEDIUM,BR0258,Kota,Punjab,India,ACTIVE
CUST000058,Udarsh,Ramachandran,F,1968-11-24,udarsh.ramachandran58@mail.com,0666580043,XIYBW2330B,229251054216,Teacher,3200107.33,Single,2024-04-20,REJECTED,HIGH,BR0087,Giridih,Nagaland,India,ACTIVE
CUST000059,Ronith,Hari,M,1971-11-04,ronith.hari59@mail.com,1228160648,HBBLM4342K,533644537825,Business,4467185.03,Married,2019-09-19,REJECTED,MEDIUM,BR0248,Kolkata,Karnataka,India,ACTIVE
CUST000060,Unnati,Dubey,F,1958-08-15,unnati.dubey60@mail.com,9094798515,LDBYW7850H,335361216231,Business,827677.53,Married,2018-10-30,REJECTED,HIGH,BR0055,Vijayanagaram,Nagaland,India,INACTIVE
CUST000061,Netra,Chanda,M,1974-09-17,netra.chanda61@mail.com,5554398780,LGPBH8710J,361663646123,Business,4980653.17,Married,2014-11-27,PENDING,MEDIUM,BR0255,Thane,Sikkim,India,ACTIVE
CUST000062,Ekani,Raj,F,2004-03-03,ekani.raj62@mail.com,6484085887,OBNTH2946E,979311332761,Manager,1955732.67,Married,2024-02-12,PENDING,LOW,BR0206,Pondicherry,Mizoram,India,ACTIVE
CUST000063,Fitan,Char,F,1965-04-01,fitan.char63@mail.com,1336138612,DIMLP9446E,258474537114,Analyst,4706953.12,Single,2012-01-27,VERIFIED,HIGH,BR0261,Meerut,Goa,India,INACTIVE
CUST000064,Zayan,Bobal,F,1986-06-10,zayan.bobal64@mail.com,4667665061,RZPUS1436T,637362183662,Analyst,1814592.57,Married,2012-06-05,REJECTED,HIGH,BR0154,Srinagar,Kerala,India,INACTIVE
CUST000065,Yadavi,Cherian,F,1971-08-13,yadavi.cherian65@mail.com,9147660728,ELKKF9221Y,877553504728,Teacher,2716315.2,Married,2022-09-11,VERIFIED,HIGH,BR0125,Asansol,Jharkhand,India,ACTIVE
CUST000066,Kashvi,Apte,F,1985-04-29,kashvi.apte66@mail.com,1009968814,WRUGM5038I,872620203262,Manager,2496180.72,Married,2017-04-26,PENDING,LOW,BR0236,Nanded,Goa,India,INACTIVE
CUST000067,Timothy,Krishnan,M,1966-08-25,timothy.krishnan67@mail.com,9087814141,OXKIU3399J,589046845876,Manager,3583943.65,Married,2024-11-11,PENDING,MEDIUM,BR0287,Warangal,Sikkim,India,INACTIVE
CUST000068,Wahab,Chaudhry,F,1971-05-16,wahab.chaudhry68@mail.com,3577594929,DQPGR9700H,168957122294,Manager,1430931.08,Married,2024-12-17,VERIFIED,LOW,BR0424,Kolkata,Karnataka,India,INACTIVE
CUST000069,Yatin,Kant,F,1993-07-30,yatin.kant69@mail.com,4525777547,WMFZI1969Y,481418602641,Engineer,3469721.54,Single,2020-07-30,VERIFIED,HIGH,BR0476,Parbhani,West Bengal,India,ACTIVE
CUST000070,Logan,Yohannan,M,1966-10-04,logan.yohannan70@mail.com,1080996930,WHAHP6489J,246548049767,Teacher,2205847.91,Single,2024-01-21,VERIFIED,MEDIUM,BR0404,Jalgaon,Kerala,India,INACTIVE
CUST000071,Manya,Kapoor,M,2002-11-24,manya.kapoor71@mail.com,2788165803,AIHRF7643N,844499019590,Analyst,2446499.69,Single,2013-07-04,VERIFIED,MEDIUM,BR0084,Mangalore,Odisha,India,INACTIVE
CUST000072,Madhav,Sule,M,2005-05-18,madhav.sule72@mail.com,3731453038,GIPOG6890W,944263722421,Teacher,4912088.92,Married,2024-05-23,PENDING,LOW,BR0004,Thane,Rajasthan,India,INACTIVE
CUST000073,Ekiya,Chauhan,M,1993-02-19,ekiya.chauhan73@mail.com,4989266591,YMLZJ9998P,487120172936,Business,3493153.38,Married,2025-02-27,REJECTED,LOW,BR0328,Hazaribagh,Madhya Pradesh,India,INACTIVE
CUST000074,Ira,Pai,M,1981-11-10,ira.pai74@mail.com,9082723184,FNEWL4365W,980645785054,Analyst,2344390.29,Married,2013-09-29,VERIFIED,HIGH,BR0058,Berhampur,Maharashtra,India,ACTIVE
CUST000075,Ganga,Comar,M,1981-07-31,ganga.comar75@mail.com,7392603029,AGAFB7941L,900824899361,Business,833332.83,Married,2020-05-09,PENDING,HIGH,BR0030,Chapra,Chhattisgarh,India,INACTIVE
CUST000076,Daksh,Ganesan,M,1969-12-21,daksh.ganesan76@mail.com,8699041379,LXJCZ9835E,204498661987,Business,352327.38,Married,2014-08-12,VERIFIED,LOW,BR0393,Ghaziabad,Chhattisgarh,India,INACTIVE
CUST000077,Qabil,Vaidya,F,1970-04-19,qabil.vaidya77@mail.com,7991366210,NVGJH2848B,669729433924,Analyst,811266.02,Single,2021-02-14,VERIFIED,LOW,BR0153,Medininagar,Bihar,India,INACTIVE
CUST000078,Peter,Soni,M,2003-06-05,peter.soni78@mail.com,8811729806,TUDZG6224S,786812564943,Analyst,361166.12,Single,2023-10-15,VERIFIED,HIGH,BR0023,Berhampur,Uttar Pradesh,India,INACTIVE
CUST000079,Vasatika,Raj,M,1974-10-09,vasatika.raj79@mail.com,6247314986,MZYRU6222W,625348815944,Business,1642404.58,Single,2021-06-20,REJECTED,HIGH,BR0451,Gangtok,Mizoram,India,ACTIVE
CUST000080,Jacob,Venkatesh,M,1956-12-01,jacob.venkatesh80@mail.com,5651269448,ZODGF2295O,782176883444,Analyst,2472890.34,Single,2020-02-09,PENDING,HIGH,BR0074,Kurnool,Maharashtra,India,INACTIVE
CUST000081,Vasudha,Gola,M,1975-10-18,vasudha.gola81@mail.com,4495621372,IYAYZ2922X,707925149775,Engineer,1488615.62,Single,2017-02-24,VERIFIED,LOW,BR0412,Jamalpur,Punjab,India,ACTIVE
CUST000082,Charles,Dyal,M,1976-10-10,charles.dyal82@mail.com,1279611435,WMUST6246G,884649744350,Analyst,1743752.04,Married,2021-09-07,PENDING,MEDIUM,BR0274,Srikakulam,Rajasthan,India,INACTIVE
CUST000083,Bhavini,Bhandari,M,2005-09-20,bhavini.bhandari83@mail.com,7703843098,FOGOY6530I,707361267781,Manager,900429.02,Married,2013-11-30,REJECTED,HIGH,BR0297,Karimnagar,Haryana,India,INACTIVE
CUST000084,Aadi,Dugar,F,1961-01-22,aadi.dugar84@mail.com,6566938011,BVBAD4791C,900590378550,Teacher,871800.94,Married,2024-05-08,VERIFIED,HIGH,BR0329,Sri Ganganagar,Uttarakhand,India,ACTIVE
CUST000085,Aradhana,Kara,F,1988-01-28,aradhana.kara85@mail.com,7690426818,ASNHN8054Z,347411494583,Engineer,3165609.13,Married,2016-04-20,REJECTED,MEDIUM,BR0009,Anand,Himachal Pradesh,India,ACTIVE
CUST000086,Zashil,Savant,M,2006-10-11,zashil.savant86@mail.com,3577907141,LGSHV2320U,393727532578,Teacher,3174948.04,Married,2022-09-29,PENDING,MEDIUM,BR0408,Nagercoil,Mizoram,India,INACTIVE
CUST000087,Aditya,Lall,F,1969-06-14,aditya.lall87@mail.com,6518275539,ZZXXF8790I,151925317640,Engineer,3256390.76,Single,2018-07-12,VERIFIED,MEDIUM,BR0433,Noida,Telangana,India,INACTIVE
CUST000088,Wyatt,Lanka,M,1967-04-19,wyatt.lanka88@mail.com,3952111790,KCEGV7375V,176222185593,Teacher,4658078.53,Married,2016-09-26,VERIFIED,LOW,BR0301,Kumbakonam,Odisha,India,ACTIVE
CUST000089,Anvi,Swaminathan,M,1966-01-20,anvi.swaminathan89@mail.com,6392086780,TYKUA5478Z,985664357288,Manager,3675985.14,Married,2023-08-03,VERIFIED,LOW,BR0224,Berhampore,Bihar,India,ACTIVE
CUST000090,Zarna,Sharma,F,1972-12-15,zarna.sharma90@mail.com,0369155942,ESQTI2745C,838190384737,Business,1091541.66,Married,2015-04-25,VERIFIED,HIGH,BR0152,Ambarnath,Goa,India,ACTIVE
CUST000091,Wishi,Samra,F,1967-06-29,wishi.samra91@mail.com,5647292931,OPUWA7779M,108560508286,Engineer,836033.62,Single,2017-08-04,PENDING,MEDIUM,BR0286,Thiruvananthapuram,Chhattisgarh,India,INACTIVE
CUST000092,Mason,Solanki,F,1998-06-09,mason.solanki92@mail.com,6728857448,HUJYS9123T,238749779537,Teacher,866432.28,Married,2012-12-05,PENDING,MEDIUM,BR0075,Allahabad,Gujarat,India,ACTIVE
CUST000093,Aachal,Soni,M,2000-03-02,aachal.soni93@mail.com,7545588450,ZDIYF6147F,420385012752,Business,1794642.63,Married,2023-09-07,PENDING,MEDIUM,BR0172,Gangtok,Odisha,India,INACTIVE
CUST000094,Owen,Mane,F,1975-01-04,owen.mane94@mail.com,7169472256,FZETA8563W,752462285775,Analyst,3953476.97,Married,2023-06-05,PENDING,MEDIUM,BR0419,Vijayawada,Goa,India,INACTIVE
CUST000095,Hemal,Kari,M,1972-11-04,hemal.kari95@mail.com,4964759876,UBZMK9300W,443481835773,Business,3430292.73,Single,2013-04-17,REJECTED,MEDIUM,BR0124,Chandrapur,Telangana,India,INACTIVE
CUST000096,Fariq,Kade,F,1965-03-22,fariq.kade96@mail.com,1178006811,OQQZI8052D,785399071602,Manager,4498407.27,Single,2012-09-21,VERIFIED,LOW,BR0337,Tirupati,Haryana,India,INACTIVE
CUST000097,Yug,Mander,M,1979-08-03,yug.mander97@mail.com,2820055778,CKZDY3321L,117226155239,Business,1995773.93,Married,2013-06-07,REJECTED,HIGH,BR0354,Gudivada,Punjab,India,ACTIVE
CUST000098,Tanmayi,Saran,F,1983-10-06,tanmayi.saran98@mail.com,5783174564,SAICU4996Q,611066208460,Doctor,2485580.15,Married,2011-07-18,REJECTED,HIGH,BR0232,Hapur,Jharkhand,India,INACTIVE
CUST000099,Upasna,Warrior,F,1956-12-22,upasna.warrior99@mail.com,7406493085,WLLAF5560Y,385836236422,Teacher,4029227.78,Single,2017-08-29,VERIFIED,HIGH,BR0337,Ujjain,Tamil Nadu,India,INACTIVE
CUST000100,Madhavi,Radhakrishnan,F,1968-01-06,madhavi.radhakrishnan100@mail.com,6389448463,PJVQV5873T,202526679796,Teacher,2396242.03,Married,2015-08-06,REJECTED,MEDIUM,BR0271,Tadipatri,Manipur,India,INACTIVE
CUST000101,Anita,Swamy,F,1966-04-23,anita.swamy101@mail.com,2080214427,MNXYE3733P,238831946131,Engineer,1078613.69,Single,2013-08-26,REJECTED,MEDIUM,BR0215,Bellary,Karnataka,India,ACTIVE
CUST000102,Osha,Muni,F,1997-05-26,osha.muni102@mail.com,5705120461,NMRKV9006F,573232984065,Analyst,457334.06,Married,2014-03-26,VERIFIED,MEDIUM,BR0070,Eluru,Uttarakhand,India,ACTIVE
CUST000103,Advik,Dara,F,2007-03-22,advik.dara103@mail.com,6730371837,CUVJV1681Y,235415054613,Teacher,2780521.37,Single,2013-10-05,PENDING,HIGH,BR0381,Jamalpur,Mizoram,India,INACTIVE
CUST000104,Jason,Kulkarni,M,1981-07-26,jason.kulkarni104@mail.com,3503136502,LZUGV6744W,823199514580,Manager,4184339.44,Single,2017-01-30,PENDING,LOW,BR0231,Bangalore,Arunachal Pradesh,India,INACTIVE
CUST000105,Vaishnavi,Dubey,M,1975-11-09,vaishnavi.dubey105@mail.com,3271950052,OYNXV3221Y,801537193281,Engineer,2936356.86,Married,2018-05-16,REJECTED,HIGH,BR0087,Proddatur,Uttar Pradesh,India,INACTIVE
CUST000106,Idika,Sarna,M,1994-09-01,idika.sarna106@mail.com,6524077848,MPGKL2525M,774319715543,Manager,4357178.22,Single,2014-02-26,VERIFIED,HIGH,BR0165,North Dumdum,Telangana,India,ACTIVE
CUST000107,Upadhriti,Maharaj,F,2001-08-29,upadhriti.maharaj107@mail.com,1827448570,KZVMI5646K,944755587046,Doctor,2993386.61,Single,2023-11-26,REJECTED,MEDIUM,BR0326,Udupi,Haryana,India,INACTIVE
CUST000108,Ekani,Bhatnagar,M,1990-10-10,ekani.bhatnagar108@mail.com,3878294565,YFRDQ3604I,996731398951,Engineer,677958.76,Married,2020-10-06,VERIFIED,LOW,BR0476,Bikaner,Goa,India,ACTIVE
CUST000109,Azad,Jaggi,M,1962-02-10,invalid-email,1096789940,CFCPN8291A,252969055102,Engineer,2102439.52,Married,2021-08-04,REJECTED,HIGH,BR0387,Dhule,Rajasthan,India,ACTIVE
CUST000110,Vyanjana,Buch,F,1980-11-18,vyanjana.buch110@mail.com,5865094801,HJVWQ3340C,113266292975,Manager,834440.73,Single,2024-12-27,VERIFIED,MEDIUM,BR0046,Salem,Telangana,India,ACTIVE
CUST000111,Vihaan,Wali,M,1976-07-31,vihaan.wali111@mail.com,8392886195,TPJZI3290H,969111383688,Manager,3791690.41,Married,2013-11-16,REJECTED,HIGH,BR0227,Jamalpur,Madhya Pradesh,India,ACTIVE
CUST000112,Yamini,Nazareth,F,1990-09-25,yamini.nazareth112@mail.com,5585566593,BXYMC9185U,553723805065,Manager,328757.15,Married,2016-10-16,VERIFIED,HIGH,BR0311,Karimnagar,Manipur,India,ACTIVE
CUST000113,Sara,Ranganathan,F,1956-07-21,sara.ranganathan113@mail.com,4908240433,UABGB1990Z,216396551197,Teacher,2056823.59,Married,2024-05-29,PENDING,HIGH,BR0350,Bareilly,Arunachal Pradesh,India,ACTIVE
CUST000114,Triveni,Parekh,F,1964-08-29,triveni.parekh114@mail.com,5933441969,NFVNK2083J,752093005693,Business,3568691.07,Single,2022-08-23,REJECTED,HIGH,BR0276,Morbi,Uttarakhand,India,ACTIVE
CUST000115,Girish,Mital,F,1958-06-27,girish.mital115@mail.com,1055661390,SEYNU5247F,816749091948,Engineer,2376184.84,Single,2018-11-19,PENDING,HIGH,BR0380,Panvel,Odisha,India,ACTIVE
CUST000116,Mason,Narain,M,1982-09-01,mason.narain116@mail.com,2067998136,CLJMO7024F,709230795403,Engineer,1808052.93,Married,2013-05-23,PENDING,HIGH,BR0033,Fatehpur,Odisha,India,INACTIVE
CUST000117,Chandran,Rastogi,M,1970-03-13,chandran.rastogi117@mail.com,8622783769,YWOXT7870H,517926852889,Engineer,4321707.24,Single,2025-07-02,VERIFIED,LOW,BR0242,Latur,Assam,India,INACTIVE
CUST000118,Amaira,Sani,F,1973-05-12,amaira.sani118@mail.com,1665535590,ZYBMH6090K,627250677819,Doctor,4164785.58,Married,2020-03-02,VERIFIED,HIGH,BR0345,Ulhasnagar,Manipur,India,ACTIVE
